Lien,type,prix,adresse,url_image
https://sn.coinafrique.com/annonce/vetements-homme/ensemble-lins-5095646,Ensemble Lins,15000.0,"Dakar Plateau, Dakar, Sénégal",
https://sn.coinafrique.com/annonce/vetements-homme/ensemble-5095650,Ensemble,12500.0,"Dakar Plateau, Dakar, Sénégal",
https://sn.coinafrique.com/annonce/vetements-homme/chemise-homme-5053062,Chemise homme,9000.0,"Fass, Dakar, Sénégal",
https://sn.coinafrique.com/annonce/vetements-homme/chemise-longues-manches-5053060,Chemise longues manches,10000.0,"Fass, Dakar, Sénégal",
https://sn.coinafrique.com/annonce/vetements-homme/lacoste-coton-5054125,Lacoste  coton,8500.0,"Fass, Dakar, Sénégal",
https://sn.coinafrique.com/annonce/vetements-homme/chemise-homme-5054589,Chemise  homme,9000.0,"Fass, Dakar, Sénégal",
https://sn.coinafrique.com/annonce/vetements-homme/chemise-homme-5054595,Chemise homme,8500.0,"Fass, Dakar, Sénégal",
https://sn.coinafrique.com/annonce/vetements-homme/chemise-homme-5054605,Chemise homme,10000.0,"Fass, Dakar, Sénégal",
https://sn.coinafrique.com/annonce/vetements-homme/blouson-en-coton-5100696,Blouson en coton,8000.0,"Dakar, Sénégal",
https://sn.coinafrique.com/annonce/vetements-homme/ensemble-pull-coton-5101528,Ensemble pull  coton,16900.0,"Parcelle Assainies, Dakar, Sénégal",
https://sn.coinafrique.com/annonce/vetements-homme/pull-capison-coton-5101529,Pull capison coton,8900.0,"Parcelle Assainies, Dakar, Sénégal",
https://sn.coinafrique.com/annonce/vetements-homme/ensemble-pull-5101530,Ensemble pull,16900.0,"Parcelle Assainies, Dakar, Sénégal",
https://sn.coinafrique.com/annonce/vetements-homme/liquette-bombos-og-5101531,Liquette bombos og,8900.0,"Parcelle Assainies, Dakar, Sénégal",
https://sn.coinafrique.com/annonce/vetements-homme/12-gens-calisson-5101532,12 gens calisson,15000.0,"Parcelle Assainies, Dakar, Sénégal",
https://sn.coinafrique.com/annonce/vetements-homme/jellaba-homme-5102016,Jellaba homme,11000.0,"Dakar, Sénégal",
https://sn.coinafrique.com/annonce/vetements-homme/madras-chemise-5059323,Madras chemise,12000.0,"Colobane, Dakar, Sénégal",
https://sn.coinafrique.com/annonce/vetements-homme/chemises-africaine-pour-homme-5102794,Chemises africaine pour homme,12000.0,"Grand Yoff, Dakar, Sénégal",
https://sn.coinafrique.com/annonce/vetements-homme/pantalons-kaki-5103711,Pantalons kaki,7000.0,"Dakar Plateau, Dakar, Sénégal",
